UniProtIds,Genes,ProteinGroups,ProteinNames,ProteinDescriptions,Valid,Comparison (group1/group2),Condition Numerator,Condition Denominator,# of Ratios,Group,AVG Group Quantity Denominator,AVG Group Quantity Numerator,AVG Log2 Ratio,Absolute AVG Log2 Ratio,% Change,Ratio,Standard Deviation,Pvalue,Qvalue,Degrees Of Freedom,Standard Error,Organisms,Protein Coverage,Molecular Weight,GO Biological Process,GO Molecular Function,GO Cellular Component,Database,Protein Existence,Sequence Version,FASTAName,FASTAHeader,# Unique Total Peptides,# Unique Total EG.Id
O00186,STXBP3,O00186,STXB3_HUMAN,Syntaxin-binding protein 3,TRUE,T / M,T,M,25,O00186,52.8006515502929,67.7143096923828,0.36,0.36,28.25,1.28,0,3.74E-01,5.51E-01,24,0.230574175765066,Homo sapiens,1.50%,67764.27,"vesicle docking involved in exocytosis,brain development,glucose transport,protein to membrane docking,insulin secretion,response to insulin,neutrophil degranulation,negative regulation of calcium ion-dependent exocytosis,protein heterooligomerization,platelet aggregation","protein binding,syntaxin-1 binding,syntaxin binding","cytosol,plasma membrane,basolateral plasma membrane,apical plasma membrane,platelet alpha granule,specific granule,extracellular exosome,tertiary granule",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|O00186|STXB3_HUMAN Syntaxin-binding protein 3 OS=Homo sapiens GN=STXBP3 PE=1 SV=2,24,32
O00194,RAB27B,O00194,RB27B_HUMAN,Ras-related protein Rab-27B,TRUE,T / M,T,M,15,O00194,219.706008911132,96.5282821655273,-1.19,1.19,-56.06,0.44,0,8.80E-01,7.34E-01,14,0.592727239028479,Homo sapiens,0%,24607.84,"small GTPase mediated signal transduction,melanosome transport,positive regulation of exocytosis,multivesicular body sorting pathway","GTPase activity,protein binding,GTP binding,GDP binding,protein domain specific binding,myosin V binding","Golgi stack,apical plasma membrane,trans-Golgi network transport vesicle,secretory granule,multivesicular body membrane,melanosome,zymogen granule membrane,extracellular exosome",sp,1,4,uniprot_sprot_2015-08-28_HUMAN,>sp|O00194|RB27B_HUMAN Ras-related protein Rab-27B OS=Homo sapiens GN=RAB27B PE=1 SV=4,9,10
O00203,AP3B1,O00203,AP3B1_HUMAN,AP-3 complex subunit beta-1,TRUE,T / M,T,M,80,O00203,507.122192382812,390.528015136718,-0.38,0.38,-22.99,0.77,0,8.19E-02,2.98E-01,79,0.225864550698014,Homo sapiens,4.30%,121320.17,"protein targeting to lysosome,intracellular protein transport,blood coagulation,anterograde axonal transport,melanosome organization,antigen processing and presentation, exogenous lipid antigen via MHC class Ib,anterograde synaptic vesicle transport,positive regulation of NK T cell differentiation","protein phosphatase binding,GTP-dependent protein binding","lysosomal membrane,Golgi apparatus,membrane,AP-3 adaptor complex,clathrin adaptor complex,clathrin-coated vesicle membrane,axon cytoplasm",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,>sp|O00203|AP3B1_HUMAN AP-3 complex subunit beta-1 OS=Homo sapiens GN=AP3B1 PE=1 SV=3,39,55
O00217,NDUFS8,O00217,NDUS8_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",TRUE,T / M,T,M,10,O00217,20.9450454711914,46.3796043395996,1.15,1.15,121.43,2.21,0,7.43E-01,6.94E-01,9,0.6409700850169,Homo sapiens,4.30%,23705.09,"mitochondrial electron transport, NADH to ubiquinone,response to oxidative stress,mitochondrial respiratory chain complex I assembly","NADH dehydrogenase (ubiquinone) activity,metal ion binding,4 iron, 4 sulfur cluster binding,NADH dehydrogenase activity","mitochondrion,mitochondrial respiratory chain complex I,mitochondrial matrix",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,">sp|O00217|NDUS8_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Homo sapiens GN=NDUFS8 PE=1 SV=1",10,13
O00231,PSMD11,O00231,PSD11_HUMAN,26S proteasome non-ATPase regulatory subunit 11,TRUE,T / M,T,M,70,O00231,156.445571899414,234.250381469726,0.58,0.58,49.73,1.50,0,2.34E-01,4.73E-01,69,0.220932297019372,Homo sapiens,0%,47463.77,"MAPK cascade,protein polyubiquitination,stimulatory C-type lectin receptor signaling pathway,antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent,ubiquitin-dependent protein catabolic process,regulation of cellular amino acid metabolic process,anaphase-promoting complex-dependent catabolic process,tumor necrosis factor-mediated signaling pathway,NIK/NF-kappaB signaling,Fc-epsilon receptor signaling pathway,proteasome-mediated ubiquitin-dependent protein catabolic process,proteasome assembly,regulation of mRNA stability,stem cell differentiation,T cell receptor signaling pathway,negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition,Wnt signaling pathway, planar cell polarity pathway,negative regulation of canonical Wnt signaling pathway,positive regulation of canonical Wnt signaling pathway",structural molecule activity,"proteasome complex,nucleus,nucleoplasm,cytosol,proteasome regulatory particle, lid subcomplex,membrane,proteasome accessory complex,extracellular exosome",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,>sp|O00231|PSD11_HUMAN 26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens GN=PSMD11 PE=1 SV=3,33,53
O00232,PSMD12,O00232,PSD12_HUMAN,26S proteasome non-ATPase regulatory subunit 12,TRUE,T / M,T,M,40,O00232,203.522277832031,310.304565429687,0.61,0.61,52.47,1.52,0,3.99E-01,5.64E-01,39,0.272364744444137,Homo sapiens,3.50%,52904.4,"MAPK cascade,protein polyubiquitination,stimulatory C-type lectin receptor signaling pathway,antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent,regulation of cellular amino acid metabolic process,anaphase-promoting complex-dependent catabolic process,tumor necrosis factor-mediated signaling pathway,NIK/NF-kappaB signaling,Fc-epsilon receptor signaling pathway,proteasome-mediated ubiquitin-dependent protein catabolic process,regulation of mRNA stability,T cell receptor signaling pathway,negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition,Wnt signaling pathway, planar cell polarity pathway,negative regulation of canonical Wnt signaling pathway,positive regulation of canonical Wnt signaling pathway",,"proteasome complex,nucleoplasm,cytoplasm,cytosol,proteasome regulatory particle,proteasome regulatory particle, lid subcomplex,membrane,proteasome accessory complex,nuclear proteasome complex,extracellular exosome",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,>sp|O00232|PSD12_HUMAN 26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens GN=PSMD12 PE=1 SV=3,37,54
O00264,PGRMC1,O00264,PGRC1_HUMAN,Membrane-associated progesterone receptor component 1,TRUE,T / M,T,M,5,O00264,139.985641479492,79.9594345092773,-0.81,0.81,-42.88,0.57,0,2.24E-01,4.62E-01,4,0.730715906913444,Homo sapiens,7.20%,21671.15,,"steroid binding,heme binding","nucleolus,endoplasmic reticulum,endoplasmic reticulum membrane,endomembrane system,membrane,integral component of membrane,organelle membrane,extracellular exosome",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,>sp|O00264|PGRC1_HUMAN Membrane-associated progesterone receptor component 1 OS=Homo sapiens GN=PGRMC1 PE=1 SV=3,19,22
O00267,SUPT5H,O00267,SPT5H_HUMAN,Transcription elongation factor SPT5,TRUE,T / M,T,M,25,O00267,73.3992614746093,86.6027526855468,0.24,0.24,17.99,1.18,0,8.26E-01,7.19E-01,24,0.269212034948173,Homo sapiens,0%,120999.57,"negative regulation of transcription from RNA polymerase II promoter,chromatin remodeling,DNA-templated transcription, elongation,transcription from RNA polymerase II promoter,transcription elongation from RNA polymerase II promoter,7-methylguanosine mRNA capping,cell cycle,response to organic substance,positive regulation of macroautophagy,negative regulation of DNA-templated transcription, elongation,positive regulation of DNA-templated transcription, elongation,single stranded viral RNA replication via double stranded DNA intermediate,positive regulation of transcription from RNA polymerase II promoter,positive regulation of viral transcription,negative regulation of mRNA polyadenylation","chromatin binding,protein binding,enzyme binding,poly(A) RNA binding,protein heterodimerization activity","nucleus,nucleoplasm,DSIF complex",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|O00267|SPT5H_HUMAN Transcription elongation factor SPT5 OS=Homo sapiens GN=SUPT5H PE=1 SV=1,43,67
O00299,CLIC1,O00299,CLIC1_HUMAN,Chloride intracellular channel protein 1,TRUE,T / M,T,M,75,O00299,560.695251464843,2112.955078125,1.91,1.91,276.85,3.77,0,6.68E-02,2.65E-01,74,0.248633733796327,Homo sapiens,17%,26922.72,"chloride transport,signal transduction,regulation of ion transmembrane transport,positive regulation of osteoblast differentiation,regulation of cell cycle,regulation of mitochondrial membrane potential,platelet aggregation,chloride transmembrane transport,glutathione metabolic process","voltage-gated ion channel activity,chloride channel activity,protein binding,cadherin binding involved in cell-cell adhesion,glutathione transferase activity","extracellular space,nucleus,nuclear envelope,cytoplasm,mitochondrion,plasma membrane,brush border,cell-cell adherens junction,membrane,nuclear membrane,vesicle,chloride channel complex,perinuclear region of cytoplasm,extracellular exosome,blood microparticle",sp,1,4,uniprot_sprot_2015-08-28_HUMAN,>sp|O00299|CLIC1_HUMAN Chloride intracellular channel protein 1 OS=Homo sapiens GN=CLIC1 PE=1 SV=4,24,42
O00303,EIF3F,O00303,EIF3F_HUMAN,Eukaryotic translation initiation factor 3 subunit F,1,T / M,T,M,45,O00303,651.069091796875,227.312423706054,-1.52,1.52,-65.09,0.35,0,6.81E-01,6.68E-01,44,0.280723856978264,Homo sapiens,4.20%,37563.85,"formation of translation preinitiation complex,translational initiation,regulation of translational initiation,protein deubiquitination,IRES-dependent viral translational initiation","translation initiation factor activity,thiol-dependent ubiquitin-specific protease activity,protein binding,translation initiation factor binding","cytosol,eukaryotic translation initiation factor 3 complex,membrane,eukaryotic 43S preinitiation complex,eukaryotic 48S preinitiation complex,eukaryotic translation initiation factor 3 complex, eIF3m",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|O00303|EIF3F_HUMAN Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens GN=EIF3F PE=1 SV=1,16,32
O00329,PIK3CD,O00329,PK3CD_HUMAN,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",1,T / M,T,M,5,O00329,21.7782688140869,4.88574600219726,-2.16,2.16,-77.57,0.22,0,8.03E-01,7.12E-01,4,0.621561563617486,Homo sapiens,0%,119479.13,"natural killer cell differentiation,cytokine production,adaptive immune response,mast cell chemotaxis,respiratory burst involved in defense response,protein phosphorylation,phosphatidylinositol biosynthetic process,inflammatory response,signal transduction,positive regulation of gene expression,T cell chemotaxis,phosphatidylinositol 3-kinase signaling,regulation of phosphatidylinositol 3-kinase signaling,phosphorylation,natural killer cell activation,T cell differentiation,positive regulation of cell migration,neutrophil chemotaxis,natural killer cell chemotaxis,B cell chemotaxis,phosphatidylinositol-3-phosphate biosynthetic process,T cell activation,B cell activation,mast cell degranulation,innate immune response,phosphatidylinositol phosphorylation,phosphatidylinositol-mediated signaling,T cell receptor signaling pathway,B cell receptor signaling pathway,mast cell differentiation,neutrophil extravasation","protein binding,ATP binding,kinase activity,1-phosphatidylinositol-3-kinase activity,phosphatidylinositol 3-kinase activity,1-phosphatidylinositol-4-phosphate 3-kinase activity,phosphatidylinositol-4,5-bisphosphate 3-kinase activity","cytosol,plasma membrane,phosphatidylinositol 3-kinase complex,mast cell granule",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,">sp|O00329|PK3CD_HUMAN Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform OS=Homo sapiens GN=PIK3CD PE=1 SV=2",26,28
O00330,PDHX,O00330,ODPX_HUMAN,"Pyruvate dehydrogenase protein X component, mitochondrial",1,T / M,T,M,15,O00330,23.8242797851562,47.4514541625976,0.99,0.99,99.17,1.99,0,3.78E-01,5.52E-01,14,0.535979651460795,Homo sapiens,0%,54122.33,"pyruvate metabolic process,regulation of acetyl-CoA biosynthetic process from pyruvate,glyoxylate metabolic process,mitochondrial acetyl-CoA biosynthetic process from pyruvate","protein binding,transferase activity, transferring acyl groups,pyruvate dehydrogenase (NAD+) activity","mitochondrial matrix,pyruvate dehydrogenase complex",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,">sp|O00330|ODPX_HUMAN Pyruvate dehydrogenase protein X component, mitochondrial OS=Homo sapiens GN=PDHX PE=1 SV=3",17,21
O00338,SULT1C2,O00338,ST1C2_HUMAN,Sulfotransferase 1C2,1,T / M,T,M,10,O00338,26.4828758239746,106.36131286621,2.01,2.01,301.62,4.02,0,6.11E-01,6.43E-01,9,1.02832553916937,Homo sapiens,0%,34880.07,"amine metabolic process,3'-phosphoadenosine 5'-phosphosulfate metabolic process,sulfation","aryl sulfotransferase activity,sulfotransferase activity","cytoplasm,cytosol,extracellular exosome",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|O00338|ST1C2_HUMAN Sulfotransferase 1C2 OS=Homo sapiens GN=SULT1C2 PE=1 SV=1,5,5
O00339,MATN2,O00339,MATN2_HUMAN,Matrilin-2,1,T / M,T,M,40,O00339,523.261413574218,100.212348937988,-2.38,2.38,-80.85,0.19,0,8.40E-02,3.00E-01,39,0.312995674714549,Homo sapiens,1%,106836.92,"neuron migration,axon guidance,biological_process,glial cell migration,dendrite regeneration,response to axon injury","molecular_function,calcium ion binding","proteinaceous extracellular matrix,basement membrane,extracellular matrix",sp,1,4,uniprot_sprot_2015-08-28_HUMAN,>sp|O00339|MATN2_HUMAN Matrilin-2 OS=Homo sapiens GN=MATN2 PE=1 SV=4,8,8
O00391,QSOX1,O00391,QSOX1_HUMAN,Sulfhydryl oxidase 1,1,T / M,T,M,40,O00391,256.034759521484,323.073425292968,0.34,0.34,26.18,1.26,0,2.91E-01,5.07E-01,39,0.316458766939035,Homo sapiens,3.50%,82577.73,"platelet degranulation,negative regulation of macroautophagy,cell redox homeostasis,oxidation-reduction process","protein disulfide isomerase activity,flavin-linked sulfhydryl oxidase activity","extracellular region,extracellular space,Golgi apparatus,integral component of Golgi membrane,platelet alpha granule lumen,intracellular membrane-bounded organelle,intercellular bridge,extracellular exosome",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,>sp|O00391|QSOX1_HUMAN Sulfhydryl oxidase 1 OS=Homo sapiens GN=QSOX1 PE=1 SV=3,23,29
O00400,SLC33A1,O00400,ACATN_HUMAN,Acetyl-coenzyme A transporter 1,1,T / M,T,M,5,O00400,9.23658370971679,7.89658594131469,-0.23,0.23,-14.51,0.85,0,9.03E-01,7.39E-01,4,0.899334066399477,Homo sapiens,0%,60908.99,"transport,acetyl-CoA transport,proton transport,BMP signaling pathway,transmembrane transport,SMAD protein signal transduction","acetyl-CoA transporter activity,solute:proton symporter activity","Golgi membrane,endoplasmic reticulum membrane,integral component of plasma membrane,membrane",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|O00400|ACATN_HUMAN Acetyl-coenzyme A transporter 1 OS=Homo sapiens GN=SLC33A1 PE=1 SV=1,6,6
O00410,IPO5,O00410,IPO5_HUMAN,Importin-5,1,T / M,T,M,170,O00410,521.563293457031,674.223266601562,0.37,0.37,29.27,1.29,0,8.74E-02,3.05E-01,169,0.156278965804247,Homo sapiens,10.40%,123629.93,"protein import into nucleus, docking,protein import into nucleus, translocation,NLS-bearing protein import into nucleus,ribosomal protein import into nucleus,viral process,negative regulation of GTPase activity,positive regulation of protein import into nucleus,cellular response to amino acid stimulus","GTPase inhibitor activity,protein binding,nuclear localization sequence binding,Ran GTPase binding,protein transporter activity,poly(A) RNA binding","nucleus,nuclear pore,nucleoplasm,nucleolus,cytoplasm,Golgi apparatus,membrane,nuclear membrane,nuclear periphery,intracellular membrane-bounded organelle",sp,1,4,uniprot_sprot_2015-08-28_HUMAN,>sp|O00410|IPO5_HUMAN Importin-5 OS=Homo sapiens GN=IPO5 PE=1 SV=4,62,120
O00425,IGF2BP3,O00425,IF2B3_HUMAN,Insulin-like growth factor 2 mRNA-binding protein 3,1,T / M,T,M,30,O00425,139.128875732421,179.57600402832,0.37,0.37,29.07,1.29,0,2.63E-01,4.87E-01,29,0.487469989420137,Homo sapiens,2.90%,63705.03,"translation,anatomical structure morphogenesis,gene expression,negative regulation of translation,regulation of cytokine biosynthetic process,mRNA transport","nucleotide binding,RNA binding,mRNA 3'-UTR binding,protein binding,poly(A) RNA binding,translation regulator activity,mRNA 5'-UTR binding","nucleus,cytoplasm,cytosol",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|O00425|IF2B3_HUMAN Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens GN=IGF2BP3 PE=1 SV=2,22,27
O00429,DNM1L,O00429,DNM1L_HUMAN,Dynamin-1-like protein,1,T / M,T,M,125,O00429,426.242614746093,438.029266357421,0.04,0.04,2.77,1.03,0,1.60E-02,1.14E-01,124,0.17160179506401,Homo sapiens,13.20%,81877.15,"mitochondrial fission,release of cytochrome c from mitochondria,dynamin family protein polymerization involved in mitochondrial fission,endocytosis,cellular component disassembly involved in execution phase of apoptosis,mitochondrion organization,regulation of mitochondrion organization,peroxisome fission,regulation of protein oligomerization,positive regulation of apoptotic process,positive regulation of GTPase activity,mitochondrial fragmentation involved in apoptotic process,intracellular distribution of mitochondria,positive regulation of protein secretion,protein oligomerization,protein homotetramerization,heart contraction,membrane fusion,necroptotic process,mitochondrion morphogenesis,protein localization to mitochondrion,positive regulation of mitochondrial fission,mitochondrial membrane fission,positive regulation of release of cytochrome c from mitochondria,regulation of peroxisome organization,regulation of mitophagy,regulation of ATP metabolic process,positive regulation of intrinsic apoptotic signaling pathway,endoplasmic reticulum organization","GTPase activity,GTPase activator activity,protein binding,GTP binding,microtubule binding,lipid binding,Rab GTPase binding,GTP-dependent protein binding,ubiquitin protein ligase binding,protein homodimerization activity","cytoplasm,mitochondrion,mitochondrial outer membrane,peroxisome,endoplasmic reticulum,endoplasmic reticulum membrane,Golgi apparatus,cytosol,brush border,clathrin-coated pit,membrane,cell junction,synaptic vesicle membrane,intracellular membrane-bounded organelle,protein complex,perinuclear region of cytoplasm,microtubule",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|O00429|DNM1L_HUMAN Dynamin-1-like protein OS=Homo sapiens GN=DNM1L PE=1 SV=2,54,91
